"PC1","PC2","UMAP1","UMAP2","HC","GMM","DBSCAN","uncertainty","obligation","id","count"
-0.289545522711862,0.170423619173857,0.0221694397035828,2.02086972745185,"Q","B","M",0,"Als Zusatz zu den durch die Firma zu bestimmenden Herbiziden, Insektiziden und Fungiziden.",317,11
-0.269047800319823,0.102064739952733,0.00787576904928589,2.03352093251472,"Q","B","M",3.5527136788005e-15,"Als Zusatz zu den durch die Firma zu bestimmenden Fungiziden.",394,8
-0.258592254749017,0.0565944288583477,0.0706346916261902,2.00920259507423,"Q","B","M",5.47539791284635e-12,"Als Zusatz zu den durch die Firma zu bestimmenden Fungizid- und Insektizidspritzbrühen.",574,4
-0.255773135358673,0.17693214575598,0.0725720809999695,2.00780438931709,"Q","B","M",0,"Als Zusatz zu den durch die Firma zu bestimmenden Herbiziden und Fungiziden.",684,3
-0.241981209779708,0.183894179282855,0.0705593513551941,2.02589094193702,"Q","B","M",0,"Als Zusatz zu den durch die Firma zu bestimmenden Herbiziden und Insektiziden.",1067,1
-0.235003012173142,0.219035994537897,0.0800832199159851,2.00721358807807,"Q","B","M",9.54791801177635e-15,"Als Zusatz zu den durch die Firma zu bestimmenden Herbiziden und Saatbeizmitteln.",1068,1
-0.269254663363969,0.201456675138532,0.0340817855898132,2.02070724519019,"Q","B","Z",1.77546977120357e-09,"Als Zusatz zu den durch die Firma zu bestimmenden Herbiziden, Fungiziden und Regulatoren für die Pflanzenentwicklung",1069,1
-0.241120985228887,0.116857285059331,0.0707004951540222,1.97033679040199,"Q","B","M",2.22044604925031e-16,"Als Zusatz zu den durch die Firma zu bestimmenden Insektiziden.",1070,1
-0.0898818158804527,0.0450743340000095,-0.675195844262482,-0.727118854205558,"L","C","Q",0,"SPe 8: Gefährlich für Bienen - Darf nur ausserhalb des Bienenfluges am Abend mit blühenden oder Honigtau aufweisenden Pflanzen in Kontakt kommen. Anwendung im geschlossenen Gewächshaus sofern keine Bestäuber zugegen sind.",5,701
-0.0504649149722218,0.00174731890174073,-0.58542695769632,-0.78199422804589,"L","C","Q",0,"SPe 8: Gefährlich für Bienen - Darf nicht mit blühenden oder Honigtau aufweisenden Pflanzen in Kontakt kommen. Blühende Einsaaten oder Unkräuter vor der Behandlung entfernen (mähen oder mulchen). Darf nicht angewendet werden, wenn sich blühende Pflanzen in benachbarten Parzellen befinden. Anwendung im geschlossenen Gewächshaus sofern keine Bestäuber zugegen sind.",146,33
-0.0270074944504642,0.0102500799963664,-0.633091600030304,-0.761552278678367,"L","C","Q",0,"SPe 8: Gefährlich für Bienen - Darf nicht mit blühenden oder Honigtau aufweisenden Pflanzen in Kontakt kommen. Blühende Einsaaten oder Unkräuter vor der Behandlung entfernen (mähen oder mulchen).",164,29
-0.0636096229387593,0.028811670433034,-0.659973294824005,-0.724286501090476,"L","C","Q",1.80135565353012e-08,"SPe 8: Gefährlich für Bienen - Anwendung im geschlossenen Gewächshaus sofern keine Bestäuber zugegen sind.",268,15
-0.0809813819801259,0.0909383412041107,-0.702974469750763,-0.74759310929055,"L","C","Q",0,"SPe 8: Gefährlich für Bienen - Darf nur ausserhalb des Bienenfluges am Abend mit blühenden oder Honigtau aufweisenden Pflanzen in Kontakt kommen.",269,15
-0.0748744441046852,0.02768897795026,-0.675962598412872,-0.712064628283927,"L","C","Q",0,"SPe 8 - Gefährlich für Bienen: Darf nicht mit blühenden oder Honigtau aufweisenden Pflanzen (z.B. Kulturen, Einsaaten, Unkräutern, Nachbarkulturen, Hecken) in Kontakt kommen. Blühende Einsaaten oder Unkräuter sind vor der Behandlung zu entfernen (am Vortag mähen/mulchen).",289,13
-0.0411242134269059,0.0236687586720953,-0.6580692840513,-0.675286416690299,"L","C","Q",0,"SPe 8: Gefährlich für Bienen - Darf nicht mit blühenden oder Honigtau aufweisenden Pflanzen in Kontakt kommen. Blühende Einsaaten oder Unkräuter vor der Behandlung entfernen (mähen oder mulchen). Darf nicht angewendet werden, wenn sich blühende Pflanzen in benachbarten Parzellen befinden.",290,13
-0.0965767132750199,0.0897473838267227,-0.630723626702667,-0.716416959445426,"L","C","Q",0,"SPe 8 - Gefährlich für Bienen: Darf nicht mit blühenden oder Honigtau aufweisenden Pflanzen (z.B. Kulturen, Einsaaten, Unkräutern, Nachbarkulturen, Hecken) in Kontakt kommen.",310,12
-0.0409455094821589,0.00568276960946853,-0.642586858361603,-0.703738813083122,"L","C","Q",0,"SPe 8 - Gefährlich für Bienen: Darf nicht mit blühenden oder Honigtau aufweisenden Pflanzen (z.B. Kulturen, Einsaaten, Unkräutern, Nachbarkulturen, Hecken) in Kontakt kommen. Darf nur mit Driftreduktionsmassnahmen von mindestens 75% angewendet werden. In der Anlage sowie in einem Pufferstreifen von 3 m Breite rund um die Anlage sind blühende Einsaaten oder Unkräuter vor der Behandlung zu entfernen (am Vortag mähen/mulchen).",566,5
-0.10494240560228,0.0490191120925079,-0.685895116418243,-0.656192128341148,"L","C","Q",0,"SPe 8 - Gefährlich für Bienen: Darf nur ausserhalb des Bienenfluges (abends) mit blühenden oder Honigtau aufweisenden Pflanzen (z.B. Kulturen, Einsaaten, Unkräuter, Nachbarkulturen, Hecken) in Kontakt kommen.",1025,2
-0.0307180438244493,-0.0120494207350766,-0.634153993218781,-0.664121691863487,"L","C","Q",4.22994972382185e-13,"SPe 8: Gefährlich für Bienen - Darf nicht mit blühenden oder Honigtau aufweisenden Pflanzen in Kontakt kommen. Blühende Einsaaten oder Unkräuter vor der Behandlung entfernen (mähen oder mulchen). Eine unbehandelte Pufferzone von 20 m zu blühenden Pflanzen in benachbarten Parzellen einhalten. Diese Distanz kann beim Einsatz von driftreduzierenden Massnahmen gemäss den Weisungen der Zulassungsstelle reduziert werden.",1394,1
0.0605136174248199,0.331014817599016,-0.724963338464142,-0.0538317307638621,"O","D","K",0,"Bewilligt nur für die Behandlung folgender Erntegüter: Getreide.",377,9
0.0327512450584284,0.371119947394127,-0.644709737389923,-0.0242566510843729,"O","D","Z",1.59872115546023e-14,"Bewilligt nur für die Behandlung folgender getrockneter Erntegüter: Getreide, Mais, Reis, Ackerbohnen, Bohnen, Eiweisserbsen, Linsen.",599,4
-0.0289073217234973,0.2598052183226,-0.62913337478006,0.0103620693278814,"O","D","K",3.41504602374698e-13,"Bewilligt nur für die Behandlung folgender Erntegüter: Kartoffeln.",716,3
-0.0379056185338115,0.251418505087196,-0.596295507043243,0.0747565582585836,"O","D","K",4.12736511634648e-12,"Bewilligt nur für die Behandlung folgender Erntegüter: Äpfel.",866,2
0.00219425331713845,0.328166275057953,-0.626398713677765,0.0265973314834142,"O","D","Z",2.97677549276898e-09,"Bewilligt nur für die Behandlung folgender Erntegüter: Bananen.",867,2
-0.0422657029873479,0.299377213181659,-0.602932126611115,0.0377592697930837,"O","D","Z",8.02733435278924e-11,"Bewilligt nur für die Behandlung folgender Erntegüter: Birnen.",868,2
0.0221240177272988,0.30486729330542,-0.664327294915558,-0.0541288003134226,"O","D","K",7.18314296932476e-13,"Bewilligt nur für die Behandlung folgender Erntegüter: Getreideerzeugnisse, Verarbeitungsprodukte von Ölsaaten, Hartschalenobst, Trockenobst und Tabak.",869,2
0.0548594216057586,0.319108309614357,-0.598277242272736,-0.00514588205094094,"O","D","K",2.22044604925031e-16,"Bewilligt nur für die Behandlung folgender Erntegüter: Brotgetreide.",1154,1
0.0104587438058681,0.328430494392995,-0.635177285760284,0.0158255949807668,"O","D","K",0,"Bewilligt nur für die Behandlung folgender Erntegüter: Futtergetreide.",1155,1
0.00694672557290503,0.314743052148353,-0.659356744378448,-0.0565185889410471,"O","D","K",9.45910016980633e-14,"Bewilligt nur für die Behandlung folgender Erntegüter: Getreide, Mais und Tabak.",1156,1
-0.0538332027701968,0.220523349862162,-0.625618608086945,0.0247419730020071,"O","D","K",6.78269529430509e-09,"Bewilligt nur für die Behandlung folgender Erntegüter: Speise- und Futterkartoffeln (nicht für Saatkartoffeln verwenden).",1157,1
-0.0133046012216308,0.248007278996226,-0.558694989770294,0.0634158656192327,"O","D","Z",1.22220428222519e-08,"Bewilligt nur für die Behandlung folgender Erntegüter: Tomaten.",1158,1
-0.0308345014955407,0.303777759877484,-0.599195153802277,0.0501430437160039,"O","D","Z",1.89010095197339e-06,"Bewilligt nur für die Behandlung folgender Erntegüter: Zwetschgen / Pflaumen.",1159,1
0.0272742804908701,0.419590571612935,-0.612806470483185,0.00710781963591819,"O","D","Z",5.26023669067399e-13,"Bewilligt nur für die Behandlung folgender getrockneter Erntegüter: Weizen, Hafer, Roggen, Korn (Dinkel), Gerste, Triticale, Reis.",1160,1
0.0488747736698559,0.434603830232598,-0.651347310632111,0.0330043092561269,"O","D","Z",8.29780688604842e-13,"Bewilligt nur für die Behandlung folgender getrockneter Erntegüter: Weizen, Hafer, Roggen, Korn (Dinkel), Gerste, Triticale.",1161,1
-0.0517078963434028,0.229219735455607,-0.695611627190948,-0.0647311553167796,"O","D","Z",5.17680167622103e-08,"Bewilligt nur für die Behandlung leerer Räume mit glatter Oberfläche vor der Einlagerung folgender getrockneter Erntegüter: Getreide, Mais, Reis, Ackerbohnen, Bohnen, Eiweisserbsen, Linsen.",1162,1
-0.0739138640796272,0.218429205423337,-0.700086743920685,-0.0704919442343211,"O","D","Z",3.64434555544246e-06,"Bewilligt nur für die Behandlung leerer Räume mit rauher Oberfläche vor der Einlagerung folgender getrockneter Erntegüter: Getreide, Mais, Reis, Ackerbohnen, Bohnen, Eiweisserbsen, Linsen.",1163,1
-0.0516124156753729,0.271086030563047,-0.684343011468292,-0.0418922647642588,"O","D","Z",1.18976089535927e-07,"Bewilligt nur für die Behandlung leerer Räume vor der Einlagerung folgender getrockneter Erntegüter: Weizen, Hafer, Roggen, Korn (Dinkel), Gerste, Triticale, Reis.",1164,1
0.0632500549987207,0.316013435876161,-0.629598291009308,0.0232244387460256,"O","D","Z",3.53190809931903e-11,"Bewilligt nur für die Behandlung von Getreide in Silozellen.",1165,1
0.373838187881679,-0.0770213100814452,1.27779468765891,-1.41110599486108,"T","E","V",2.14202694803767e-07,"Maximal 1 Behandlung pro Parzelle und Jahr.",34,158
0.301110664749474,-0.0705299876777744,1.10255560150778,-1.28041732756371,"T","E","V",4.44089209850063e-16,"Maximal 2 Behandlungen pro Parzelle und Jahr.",40,136
0.331441693542059,-0.122584251643372,1.23795780411398,-1.38828576056237,"T","E","V",1.13709042182109e-12,"Maximal 3 Behandlungen pro Parzelle und Jahr.",112,47
0.337569209952784,-0.0974598593196445,1.17231735459006,-1.32389879671807,"T","E","V",5.82012882333061e-10,"Maximal 6 Behandlungen pro Parzelle und Jahr.",178,25
0.284904653964671,-0.081852504911436,1.15176138153708,-1.29976439921136,"T","E","V",2.64250843429181e-11,"Maximal 4 Behandlungen pro Parzelle und Jahr.",206,20
0.255471066371985,-0.099617143043267,1.05363497009909,-1.2273203179049,"T","E","Z",0.00293085633489931,"Frühjahr: maximal 1 Behandlung pro Parzelle.",448,7
0.356210099163205,-0.219898367739831,1.20909485092795,-1.39691961256737,"T","E","V",3.01549761608788e-05,"Maximal 15 Behandlungen im Abstand von ca. 7 Tagen pro Parzelle und Jahr.",454,7
0.344625974248439,-0.0932904960424549,1.24471410980856,-1.44324803797478,"T","E","V",5.91415805217821e-12,"Maximal 8 Behandlungen pro Parzelle und Jahr.",552,5
0.293042600400704,-0.110037592372377,1.11071619263327,-1.15308714358086,"T","E","V",1.33226762955019e-15,"Maximal 2 Behandlungen pro Parzelle und Jahr im Abstand von 14 Tagen.",642,4
0.306626715004231,-0.177191784915556,1.13134941330588,-1.2365782305407,"T","E","V",8.10240763371439e-13,"Maximal 3 Behandlungen pro Parzelle und Jahr im Abstand von 7 Tagen.",645,4
0.308077824317971,-0.135503703252793,1.13080629578268,-1.20961356608147,"T","E","V",1.11022302462516e-15,"Maximal 2 Behandlungen pro Parzelle und Jahr im Abstand von mindestens 3 Wochen.",754,3
0.353051677390277,-0.0875718152542057,1.23612865677512,-1.39969814268822,"T","E","V",3.91988308479085e-09,"Maximal 5 Behandlungen pro Parzelle und Jahr.",761,3
0.290732060287311,-0.103988098461231,1.24798950424826,-1.06427681891198,"T","E","V",3.24657412065221e-10,"2 Behandlungen pro Parzelle und Jahr im Abstand von 10 Tagen.",802,2
0.263285560241097,-0.160898665982341,1.13722690811789,-1.21598625628228,"T","E","V",4.56523707725864e-13,"Maximal 2 Behandlungen pro Parzelle und Jahr  im Abstand von mindestens 21 Tagen.",943,2
0.267196955027485,-0.112772303649247,1.06024202576315,-1.12433410135979,"T","E","V",4.55191440096314e-14,"Maximal 2 Behandlungen pro Parzelle und Jahr im Abstand von 28 Tagen.",944,2
0.284002308850858,-0.159067059467297,1.24819835892355,-1.03117776362176,"T","E","V",1.30340183090993e-13,"Maximal 2 Behandlungen pro Parzelle und Jahr im Abstand von 7-10 Tagen.",945,2
0.307600650618156,-0.132434447699248,1.21045717468893,-1.37749577013726,"T","E","V",2.22044604925031e-16,"Maximal 2 Behandlungen pro Parzelle und Jahr im Abstand von mindestens 2 Wochen.",946,2
0.323408634210715,-0.168590792952565,1.19670995941794,-1.21984100786919,"T","E","V",4.32132152283771e-09,"2 Behandlungen im Abstand von 10-15 Tagen (maximal 3 Behandlungen pro Parzelle und Jahr).",1056,1
0.357515428470857,-0.115546069652988,1.26940569153464,-1.42798138109917,"T","E","V",2.36121566743464e-10,"Maximal 10 Behandlungen pro Parzelle und Jahr.",1279,1
0.263889402347923,-0.131865436567777,1.10989317169821,-1.11199117151971,"T","E","V",1.16129328375791e-13,"Maximal 2 Behandlungen pro Parzelle und Jahr im Abstand von 14-21 Tagen.",1287,1
0.273683585668573,-0.12267436819093,1.06232628098166,-1.13024461714501,"T","E","V",4.88498130835069e-15,"Maximal 2 Behandlungen pro Parzelle und Jahr im Abstand von 21 Tagen.",1288,1
0.273588667517509,-0.0270948436828551,1.08059057465231,-1.22663784472222,"T","E","V",1.86185835193697e-07,"Maximal 2 Behandlungen pro Parzelle und Jahr nach der Blüte.",1289,1
0.246375979238845,-0.0533856410722506,1.11038097611105,-1.26315820662255,"T","E","V",1.21609244796428e-06,"Maximal 2 Behandlungen pro Parzelle und Jahr während der Blüte.",1290,1
0.281519623888341,-0.0967979435703539,1.18654808273947,-1.38097250906701,"T","E","V",3.53534979069536e-11,"Maximal 3 Behandlungen pro Parzelle und Jahr vor der Blüte.",1299,1
0.329254210805477,-0.165323452220552,1.21914943924582,-1.31608987299676,"T","E","V",1.74680270248473e-11,"Maximal 6 Behandlungen pro Parzelle und Jahr im Abstand von 5 Tagen.",1308,1
-0.050114795313001,-0.167292330962173,-0.629852922051788,-1.69979191271538,"R","F","Z",0.000901120106601261,"SPe 1 - Zum Schutz von Bodenorganismen maximal 3 Behandlungen pro Parzelle und Jahr mit Difenoconazol-haltigen Produkten.",33,168
-0.0982852050555408,-0.214014081026017,-1.13607278594339,-1.54611385313744,"R","F","Z",2.51747588664308e-07,"SPe 1 - Zum Schutz von Grundwasser insgesamt nicht mehr als 10 Anwendungen mit Captan-haltigen Produkten pro  Parzelle und Jahr.",113,47
-0.0839087424443688,-0.110501052753012,-1.16342130431497,-1.56199002711053,"R","F","Z",8.22231172037391e-13,"SPe 1 - Zum Schutz von Grundwasser nicht mehr als 1 kg des Wirkstoffs Metazachlor pro ha auf der gleichen Parzelle innerhalb von 3 Jahren anwenden.",125,40
-0.121182443906733,-0.123104100378575,-1.16302266845071,-1.57226872889275,"R","F","Z",4.04343225568482e-13,"SPe 1 - Zum Schutz von Grundwasser nicht mehr als 1.5 kg des Wirkstoffs S-Metolachlor pro ha auf der gleichen Parzelle innerhalb von 3 Jahren anwenden.",162,29
-0.106888428216046,-0.1059601347645,-1.22847858199442,-1.50202155558343,"R","F","Z",4.34509384028559e-09,"SPe 1 - Zum Schutz von Grundwasser nicht mehr als 0.96 kg des Wirkstoffs Bentazon pro Hektar auf derselben Parzelle innerhalb von 2 Jahren anwenden.",177,26
-0.0234281542002172,-0.157188736719869,-0.461700112908722,-1.71592808214898,"R","F","Z",0.000843575449537726,"SPe 1 - Zum Schutz von Bodenorganismen maximal 3 Behandlungen pro Parzelle und Jahr mit insgesamt nicht mehr als 500 g des Wirkstoffs Difenoconazol.",192,22
-0.0533817843603323,-0.125412130984268,-0.861107499688507,-1.4535234018969,"R","F","Z",9.74307885481807e-07,"SPe 1 - Zum Schutz des Grundwassers maximal 2 Anwendungen mit Trifloxystrobin-haltigen Produkten pro Kultur und Jahr.",266,15
-0.099624788270283,-0.0198708431402776,-1.15287509688699,-1.5727428242373,"R","F","Z",8.68544536292148e-09,"SPe 1 - Zum Schutz von Grundwasser nicht mehr als 60 g des Wirkstoffs Nicosulfuron pro ha auf der gleichen Parzelle innerhalb von 2 Jahren anwenden.",281,14
-0.0998279268963607,-0.126154186390053,-1.21739450225198,-1.54234469382043,"R","F","Z",4.41315872734549e-11,"SPe 1 - Zum Schutz von Grundwasser nicht mehr als 0.75 kg des Wirkstoffs Terbuthylazine pro ha auf der gleichen Parzelle innerhalb von 3 Jahren anwenden.",308,12
-0.035566354601461,-0.0687122277352508,-1.07210698851907,-1.62519407717461,"R","F","Z",1.01036512489827e-10,"Spe1 - Zum Schutz von Grundwasser Thifensulfuron-methyl-haltige Pflanzenschutzmittel nach einer Anwendung in Getreide nur alle 3 Jahre auf derselben Parzelle einsetzen.",311,12
-0.101395368547788,-0.0656824388635684,-1.08231750258768,-1.61680543867821,"R","F","Z",1.861510945389e-11,"SPe 1 - Zum Schutz von Grundwasser dieses Pflanzenschutzmittel oder andere Aminopyralid-haltige Pflanzenschutzmittel nicht mehr als 1 mal alle 2 Jahre auf derselben Parzelle anwenden.",332,11
-0.000898855063175388,-0.189407752507271,-0.67760864028299,-1.76925731150384,"R","F","Z",3.19900722683952e-05,"SPe 1 - Zum Schutz von Grundwasser maximal 3 Anwendungen pro Parzelle und Jahr mit einem Trifloxystrobin-haltigen Produkt, davon maximal 1 Anwendung im Herbst.",425,8
-0.0776532703927502,-0.101782547548555,-1.03257194289529,-1.66995835749383,"R","F","Z",6.27904395145151e-11,"SPe 1 - Zum Schutz von Grundwasser dieses Pflanzenschutzmittel oder andere Bupirimate-haltige Pflanzenschutzmittel nicht mehr als 3 mal pro Parzelle und Jahr anwenden.",516,6
-0.0454081953719659,-0.136086410860787,-0.682156713097931,-1.71411407438988,"R","F","Z",5.19245429297932e-06,"SPe 1 - Zum Schutz des Grundwassers maximal 1 Anwendung mit einem Trifloxystrobin-haltigen Produkt pro Kultur und Jahr.",1017,2
-0.0255644137534928,-0.0592844539178327,-1.12455049285257,-1.56638706175561,"R","F","Z",2.2281623757725e-05,"SPe 1 - Zum Schutz von Grundwasser Anwendung Quinmerac-haltiger Produkte nur alle 2 Jahre auf derselben Parzelle. Herbstanwendung nur alle 4 Jahre.  Maximal 250 g Quinmerac/ ha.",1018,2
-0.0746614808643953,-0.112918854911405,-0.968574197381378,-1.59892034975762,"R","F","Z",1.77875936202554e-10,"SPe 1 - Zum Schutz von Grundwasser dieses Pflanzenschutzmittel oder andere Fluopicolidehaltige Pflanzenschutzmittel nicht mehr als 2 mal pro Parzelle und Jahr anwenden.",1019,2
-0.0578720692056434,-0.0956305304711584,-1.05815521010721,-1.63429403750176,"R","F","Z",4.90496532279394e-13,"SPe 1 - Zum Schutz von Grundwasser Pethoxamid-haltige Pflanzenschutzmittel nicht mehr als 1 mal alle 2 Jahre auf derselben Parzelle in dieser Kultur anwenden.",1020,2
-0.0816817667835456,-0.102593548956611,-1.12918344268167,-1.57781255690331,"R","F","Z",1.84297022087776e-14,"SPe 1 - Zum Schutz von Grundwasser Sulfosulfuron-haltige Pflanzenschutzmittel nicht mehr als 1 mal alle 2 Jahre auf derselben Parzelle anwenden.",1021,2
-0.0307697998081622,-0.0991780743382053,-0.928289563744904,-1.66721082178826,"R","F","Z",1.50168988355404e-10,"SPe 1 - Zum Schutz von Grundwasser das Pflanzenschutzmittel Infinito oder andere Fluopicolidehaltige Pflanzenschutzmittel nicht mehr als 4 mal pro Kultur und maximal alle 3 Jahre auf derselben Parzelle anwenden.",1384,1
-0.0593895713251645,-0.0627057472970495,-0.936813504784943,-1.703717355411,"R","F","Z",1.81464506199269e-07,"SPe 1 - Zum Schutz von Grundwasser dieses Pflanzenschutzmittel oder andere Chlorantraniliprolhaltige Pflanzenschutzmittel nicht mehr als 2 mal pro Kultur und maximal alle 2 Jahre auf derselben Parzelle anwenden.",1385,1
-0.0683320732517155,-0.0733165571016522,-1.05805793532693,-1.63173437563653,"R","F","Z",8.03119792891493e-11,"SPe 1 - Zum Schutz von Grundwasser dieses Pflanzenschutzmittel oder andere Penoxsulam-haltige Pflanzenschutzmittel maximal alle 3 Jahre auf derselben Parzelle anwenden.",1386,1
-0.122188835824897,-0.181274216535398,-1.22970691451395,-1.47007465807671,"R","F","Z",1.25613963675164e-10,"SPe 1 - Zum Schutz von Grundwasser nicht mehr als 0.75 kg des Wirkstoffs Dimethachlor pro ha auf der gleichen Parzelle innerhalb von 3 Jahren anwenden.",1387,1
-0.0439941277132292,-0.104372081195606,-1.12743392714822,-1.57477391211266,"R","F","Z",3.33499894367151e-11,"SPe 1 - Zum Schutz von Grundwasser nicht mehr als 60 g des Wirkstoffs Isoxaflutole pro Hektar auf derselben Parzelle innerhalb von 3 Jahren anwenden.",1388,1
-0.0343747605926244,-0.116314152533132,-1.09660831221902,-1.61205411402459,"R","F","Z",6.86522549919744e-09,"Spe 1 - Zum Schutz von Grundwasser nur alle 3 Jahre auf derselben Parzelle im Herbst in Getreide anwenden.",1389,1
-0.09562771815336,0.00323705301789303,-1.05885329970682,-1.6400640055346,"R","F","Z",0.00644673413834496,"Spe1 - Zum Schutz von Grundwasser keine weitere Anwendung des Wirkstoffs während drei Jahren auf derselben Parzelle nach der Herbstanwendung von Imazamox.",1395,1
-0.157511445458835,-0.165276832477135,-2.32736507186258,-1.12270009962792,"Q","G","S",0,"SPe 3: Zum Schutz von Gewässerorganismen vor den Folgen von Drift eine unbehandelte Pufferzone von 20 m zu Oberflächengewässern einhalten. Diese Distanz kann beim Einsatz von driftreduzierenden Massnahmen gemäss den Weisungen der Zulassungsstelle reduziert werden.",4,735
-0.135188675693814,-0.141072739755636,-2.24197903403604,-1.08349764792199,"Q","G","S",0,"SPe 3: Zum Schutz von Gewässerorganismen vor den Folgen von Drift eine unbehandelte Pufferzone von 6 m zu Oberflächengewässern einhalten. Diese Distanz kann beim Einsatz von driftreduzierenden Massnahmen gemäss den Weisungen der Zulassungsstelle reduziert werden.",15,312
-0.150832152749862,-0.106553641196652,-2.37120476493204,-0.660698835532615,"Q","G","Z",1.06700159929751e-07,"Zum Schutz von Dritten eine unbehandelte Pufferzone von 3 m zu Wohnflächen und öffentlichen Anlagen einhalten. Diese Distanz kann beim Einsatz von driftreduzierenden Massnahmen gemäss den Weisungen der Zulassungsstelle reduziert werden.",36,147
-0.16140540970384,-0.130218873981531,-2.24607148894632,-1.04016423670525,"Q","G","S",0,"SPe 3: Zum Schutz von Gewässerorganismen vor den Folgen von Drift eine unbehandelte Pufferzone von 100 m zu Oberflächengewässern einhalten. Zum Schutz vor den Folgen einer Abschwemmung eine mit einer geschlossenen Pflanzendecke bewachsene Pufferzone von mindestens 6 m einhalten. Reduktion der Distanz aufgrund von Drift und Ausnahmen gemäss den Weisungen der Zulassungsstelle.",46,126
-0.158941403771932,-0.0717064109507024,-2.2172586036619,-1.03398871866936,"Q","G","S",2.22377916081484e-09,"SPe 3: Zum Schutz von Gewässerorganismen vor den Folgen einer Abschwemmung eine mit einer geschlossenen Pflanzendecke bewachsene unbehandelte Pufferzone von mindestens 6 m zu Oberflächengewässern einhalten. Ausnahmen sind in den Weisungen der Zulassungsstelle festgelegt.",48,119
-0.153638733104688,-0.149472784286819,-2.27235356101358,-1.04093659369225,"Q","G","S",8.88178419700125e-16,"SPe 3: Zum Schutz von Gewässerorganismen vor den Folgen von Drift eine unbehandelte Pufferzone von 50 m zu Oberflächengewässern einhalten. Diese Distanz kann beim Einsatz von driftreduzierenden Massnahmen gemäss den Weisungen der Zulassungsstelle reduziert werden.",52,116
-0.165971346811386,-0.143466020156341,-2.34498587378824,-1.11205184904809,"Q","G","S",0,"SPe 3: Zum Schutz von Gewässerorganismen vor den Folgen von Drift eine unbehandelte Pufferzone von 20 m zu Oberflächengewässern einhalten. Zum Schutz vor den Folgen einer Abschwemmung eine mit einer geschlossenen Pflanzendecke bewachsene Pufferzone von mindestens 6 m einhalten. Reduktion der Distanz aufgrund von Drift und Ausnahmen gemäss den Weisungen der Zulassungsstelle.",60,105
-0.138225577325224,-0.115592063745459,-2.25044885405862,-0.98863268343682,"Q","G","O",2.22044604925031e-16,"SPe 3: Zum Schutz von Nichtzielpflanzen vor den Folgen von Drift eine unbehandelte Pufferzone von 3 m zu Biotopen (gemäss Art. 18a und 18b NHG) einhalten. Diese Distanz kann beim Einsatz von driftreduzierenden Massnahmen gemäss den Weisungen der Zulassungsstelle reduziert werden.",65,99
